,url,api,class,method,description
3708,common/net,com.google.common.net,Class HostAndPort,public String getHost(),"Returns the portion of this HostAndPort instance that should represent the hostname or IPv4/IPv6 literal. A successful parse does not imply any degree of sanity in this field. For additional validation, see the HostSpecifier class."
3709,common/net,com.google.common.net,Class HostAndPort,public boolean hasPort(),Return true if this instance has a defined port.
3710,common/net,com.google.common.net,Class HostAndPort,public int getPort(),"Get the current port number, failing if no port is defined."
3711,common/net,com.google.common.net,Class HostAndPort,public int getPortOrDefault(int defaultPort),"Returns the current port number, with a default if no port is defined."
3712,common/net,com.google.common.net,Class HostAndPort,"public static HostAndPort fromParts(String host, int port)",Build a HostAndPort instance from separate host and port values. Note: Non-bracketed IPv6 literals are allowed. Use requireBracketsForIPv6() to prohibit these.
3713,common/net,com.google.common.net,Class HostAndPort,public static HostAndPort fromHost(String host),Build a HostAndPort instance from a host only. Note: Non-bracketed IPv6 literals are allowed. Use requireBracketsForIPv6() to prohibit these.
3714,common/net,com.google.common.net,Class HostAndPort,public static HostAndPort fromString(String hostPortString),"Split a freeform string into a host and port, without strict validation. Note that the host-only formats will leave the port field undefined. You can use withDefaultPort(int) to patch in a default value."
3715,common/net,com.google.common.net,Class HostAndPort,public HostAndPort withDefaultPort(int defaultPort),"Provide a default port if the parsed string contained only a host. You can chain this after fromString(String) to include a port in case the port was omitted from the input string. If a port was already provided, then this method is a no-op."
3716,common/net,com.google.common.net,Class HostAndPort,public HostAndPort requireBracketsForIPv6(),"Generate an error if the host might be a non-bracketed IPv6 literal. URI formatting requires that IPv6 literals be surrounded by brackets, like [2001:db8::1]. Chain this call after fromString(String) to increase the strictness of the parser, and disallow IPv6 literals that don't contain these brackets. Note that this parser identifies IPv6 literals solely based on the presence of a colon. To perform actual validation of IP addresses, see the InetAddresses.forString(String) method."
3717,common/net,com.google.common.net,Class HostAndPort,public boolean equals(@Nullable Object other),Description copied from class: java.lang.Object
3718,common/net,com.google.common.net,Class HostAndPort,public int hashCode(),Description copied from class: java.lang.Object
3719,common/net,com.google.common.net,Class HostSpecifier,public static HostSpecifier fromValid(String specifier),"Returns a HostSpecifier built from the provided specifier, which is already known to be valid. If the specifier might be invalid, use from(String) instead. The specifier must be in one of these formats: A domain name, like google.comA IPv4 address string, like 127.0.0.1An IPv6 address string with or without brackets, like [2001:db8::1] or 2001:db8::1"
3720,common/net,com.google.common.net,Class HostSpecifier,public static HostSpecifier from(String specifier) throws ParseException,"Attempts to return a HostSpecifier for the given string, throwing an exception if parsing fails. Always use this method in preference to fromValid(String) for a specifier that is not already known to be valid."
3721,common/net,com.google.common.net,Class HostSpecifier,public static boolean isValid(String specifier),Determines whether specifier represents a valid HostSpecifier as described in the documentation for fromValid(String).
3722,common/net,com.google.common.net,Class HostSpecifier,public boolean equals(@Nullable Object other),Description copied from class: java.lang.Object
3723,common/net,com.google.common.net,Class HostSpecifier,public int hashCode(),Description copied from class: java.lang.Object
3724,common/net,com.google.common.net,Class HttpHeaders,public static final String CACHE_CONTROL,The HTTP Cache-Control header field name.
3725,common/net,com.google.common.net,Class HttpHeaders,public static final String CONTENT_LENGTH,The HTTP Content-Length header field name.
3726,common/net,com.google.common.net,Class HttpHeaders,public static final String CONTENT_TYPE,The HTTP Content-Type header field name.
3727,common/net,com.google.common.net,Class HttpHeaders,public static final String DATE,The HTTP Date header field name.
3728,common/net,com.google.common.net,Class HttpHeaders,public static final String PRAGMA,The HTTP Pragma header field name.
3729,common/net,com.google.common.net,Class HttpHeaders,public static final String VIA,The HTTP Via header field name.
3730,common/net,com.google.common.net,Class HttpHeaders,public static final String WARNING,The HTTP Warning header field name.
3731,common/net,com.google.common.net,Class HttpHeaders,public static final String ACCEPT,The HTTP Accept header field name.
3732,common/net,com.google.common.net,Class HttpHeaders,public static final String ACCEPT_CHARSET,The HTTP Accept-Charset header field name.
3733,common/net,com.google.common.net,Class HttpHeaders,public static final String ACCEPT_ENCODING,The HTTP Accept-Encoding header field name.
3734,common/net,com.google.common.net,Class HttpHeaders,public static final String ACCEPT_LANGUAGE,The HTTP Accept-Language header field name.
3735,common/net,com.google.common.net,Class HttpHeaders,public static final String ACCESS_CONTROL_REQUEST_HEADERS,The HTTP Access-Control-Request-Headers header field name.
3736,common/net,com.google.common.net,Class HttpHeaders,public static final String ACCESS_CONTROL_REQUEST_METHOD,The HTTP Access-Control-Request-Method header field name.
3737,common/net,com.google.common.net,Class HttpHeaders,public static final String AUTHORIZATION,The HTTP Authorization header field name.
3738,common/net,com.google.common.net,Class HttpHeaders,public static final String CONNECTION,The HTTP Connection header field name.
3739,common/net,com.google.common.net,Class HttpHeaders,public static final String COOKIE,The HTTP Cookie header field name.
3740,common/net,com.google.common.net,Class HttpHeaders,public static final String CROSS_ORIGIN_RESOURCE_POLICY,The HTTP Cross-Origin-Resource-Policy header field name.
3741,common/net,com.google.common.net,Class HttpHeaders,public static final String EARLY_DATA,The HTTP Early-Data header field name.
3742,common/net,com.google.common.net,Class HttpHeaders,public static final String EXPECT,The HTTP Expect header field name.
3743,common/net,com.google.common.net,Class HttpHeaders,public static final String FROM,The HTTP From header field name.
3744,common/net,com.google.common.net,Class HttpHeaders,public static final String FORWARDED,The HTTP Forwarded header field name.
3745,common/net,com.google.common.net,Class HttpHeaders,@Betapublic static final String FOLLOW_ONLY_WHEN_PRERENDER_SHOWN,The HTTP Follow-Only-When-Prerender-Shown header field name.
3746,common/net,com.google.common.net,Class HttpHeaders,public static final String HOST,The HTTP Host header field name.
3747,common/net,com.google.common.net,Class HttpHeaders,public static final String HTTP2_SETTINGS,The HTTP HTTP2-Settings header field name.
3748,common/net,com.google.common.net,Class HttpHeaders,public static final String IF_MATCH,The HTTP If-Match header field name.
3749,common/net,com.google.common.net,Class HttpHeaders,public static final String IF_MODIFIED_SINCE,The HTTP If-Modified-Since header field name.
3750,common/net,com.google.common.net,Class HttpHeaders,public static final String IF_NONE_MATCH,The HTTP If-None-Match header field name.
3751,common/net,com.google.common.net,Class HttpHeaders,public static final String IF_RANGE,The HTTP If-Range header field name.
3752,common/net,com.google.common.net,Class HttpHeaders,public static final String IF_UNMODIFIED_SINCE,The HTTP If-Unmodified-Since header field name.
3753,common/net,com.google.common.net,Class HttpHeaders,public static final String LAST_EVENT_ID,The HTTP Last-Event-ID header field name.
3754,common/net,com.google.common.net,Class HttpHeaders,public static final String MAX_FORWARDS,The HTTP Max-Forwards header field name.
3755,common/net,com.google.common.net,Class HttpHeaders,public static final String ORIGIN,The HTTP Origin header field name.
3756,common/net,com.google.common.net,Class HttpHeaders,public static final String ORIGIN_ISOLATION,The HTTP Origin-Isolation header field name.
3757,common/net,com.google.common.net,Class HttpHeaders,public static final String PROXY_AUTHORIZATION,The HTTP Proxy-Authorization header field name.
3758,common/net,com.google.common.net,Class HttpHeaders,public static final String RANGE,The HTTP Range header field name.
3759,common/net,com.google.common.net,Class HttpHeaders,public static final String REFERER,The HTTP Referer header field name.
3760,common/net,com.google.common.net,Class HttpHeaders,public static final String REFERRER_POLICY,The HTTP Referrer-Policy header field name.
3761,common/net,com.google.common.net,Class HttpHeaders,public static final String SERVICE_WORKER,The HTTP Service-Worker header field name.
3762,common/net,com.google.common.net,Class HttpHeaders,public static final String TE,The HTTP TE header field name.
3763,common/net,com.google.common.net,Class HttpHeaders,public static final String UPGRADE,The HTTP Upgrade header field name.
3764,common/net,com.google.common.net,Class HttpHeaders,public static final String UPGRADE_INSECURE_REQUESTS,The HTTP Upgrade-Insecure-Requests header field name.
3765,common/net,com.google.common.net,Class HttpHeaders,public static final String USER_AGENT,The HTTP User-Agent header field name.
3766,common/net,com.google.common.net,Class HttpHeaders,public static final String ACCEPT_RANGES,The HTTP Accept-Ranges header field name.
3767,common/net,com.google.common.net,Class HttpHeaders,public static final String ACCESS_CONTROL_ALLOW_HEADERS,The HTTP Access-Control-Allow-Headers header field name.
3768,common/net,com.google.common.net,Class HttpHeaders,public static final String ACCESS_CONTROL_ALLOW_METHODS,The HTTP Access-Control-Allow-Methods header field name.
3769,common/net,com.google.common.net,Class HttpHeaders,public static final String ACCESS_CONTROL_ALLOW_ORIGIN,The HTTP Access-Control-Allow-Origin header field name.
3770,common/net,com.google.common.net,Class HttpHeaders,public static final String ACCESS_CONTROL_ALLOW_CREDENTIALS,The HTTP Access-Control-Allow-Credentials header field name.
3771,common/net,com.google.common.net,Class HttpHeaders,public static final String ACCESS_CONTROL_EXPOSE_HEADERS,The HTTP Access-Control-Expose-Headers header field name.
3772,common/net,com.google.common.net,Class HttpHeaders,public static final String ACCESS_CONTROL_MAX_AGE,The HTTP Access-Control-Max-Age header field name.
3773,common/net,com.google.common.net,Class HttpHeaders,public static final String AGE,The HTTP Age header field name.
3774,common/net,com.google.common.net,Class HttpHeaders,public static final String ALLOW,The HTTP Allow header field name.
3775,common/net,com.google.common.net,Class HttpHeaders,public static final String CONTENT_DISPOSITION,The HTTP Content-Disposition header field name.
3776,common/net,com.google.common.net,Class HttpHeaders,public static final String CONTENT_ENCODING,The HTTP Content-Encoding header field name.
3777,common/net,com.google.common.net,Class HttpHeaders,public static final String CONTENT_LANGUAGE,The HTTP Content-Language header field name.
3778,common/net,com.google.common.net,Class HttpHeaders,public static final String CONTENT_LOCATION,The HTTP Content-Location header field name.
3779,common/net,com.google.common.net,Class HttpHeaders,public static final String CONTENT_MD5,The HTTP Content-MD5 header field name.
3780,common/net,com.google.common.net,Class HttpHeaders,public static final String CONTENT_RANGE,The HTTP Content-Range header field name.
3781,common/net,com.google.common.net,Class HttpHeaders,public static final String CONTENT_SECURITY_POLICY,The HTTP Content-Security-Policy header field name.
3782,common/net,com.google.common.net,Class HttpHeaders,public static final String CONTENT_SECURITY_POLICY_REPORT_ONLY,The HTTP Content-Security-Policy-Report-Only header field name.
3783,common/net,com.google.common.net,Class HttpHeaders,public static final String X_CONTENT_SECURITY_POLICY,"The HTTP nonstandard X-Content-Security-Policy header field name. It was introduced in CSP v.1 and used by the Firefox until version 23 and the Internet Explorer version 10. Please, use CONTENT_SECURITY_POLICY to pass the CSP."
3784,common/net,com.google.common.net,Class HttpHeaders,public static final String X_CONTENT_SECURITY_POLICY_REPORT_ONLY,"The HTTP nonstandard X-Content-Security-Policy-Report-Only header field name. It was introduced in CSP v.1 and used by the Firefox until version 23 and the Internet Explorer version 10. Please, use CONTENT_SECURITY_POLICY_REPORT_ONLY to pass the CSP."
3785,common/net,com.google.common.net,Class HttpHeaders,public static final String X_WEBKIT_CSP,"The HTTP nonstandard X-WebKit-CSP header field name. It was introduced in CSP v.1 and used by the Chrome until version 25. Please, use CONTENT_SECURITY_POLICY to pass the CSP."
3786,common/net,com.google.common.net,Class HttpHeaders,public static final String X_WEBKIT_CSP_REPORT_ONLY,"The HTTP nonstandard X-WebKit-CSP-Report-Only header field name. It was introduced in CSP v.1 and used by the Chrome until version 25. Please, use CONTENT_SECURITY_POLICY_REPORT_ONLY to pass the CSP."
3787,common/net,com.google.common.net,Class HttpHeaders,public static final String CROSS_ORIGIN_EMBEDDER_POLICY,The HTTP Cross-Origin-Embedder-Policy header field name.
3788,common/net,com.google.common.net,Class HttpHeaders,public static final String CROSS_ORIGIN_EMBEDDER_POLICY_REPORT_ONLY,The HTTP Cross-Origin-Embedder-Policy-Report-Only header field name.
3789,common/net,com.google.common.net,Class HttpHeaders,public static final String CROSS_ORIGIN_OPENER_POLICY,The HTTP Cross-Origin-Opener-Policy header field name.
3790,common/net,com.google.common.net,Class HttpHeaders,public static final String ETAG,The HTTP ETag header field name.
3791,common/net,com.google.common.net,Class HttpHeaders,public static final String EXPIRES,The HTTP Expires header field name.
3792,common/net,com.google.common.net,Class HttpHeaders,public static final String LAST_MODIFIED,The HTTP Last-Modified header field name.
3793,common/net,com.google.common.net,Class HttpHeaders,public static final String LINK,The HTTP Link header field name.
3794,common/net,com.google.common.net,Class HttpHeaders,public static final String LOCATION,The HTTP Location header field name.
3795,common/net,com.google.common.net,Class HttpHeaders,public static final String ORIGIN_TRIAL,The HTTP Origin-Trial header field name.
3796,common/net,com.google.common.net,Class HttpHeaders,public static final String P3P,The HTTP P3P header field name. Limited browser support.
3797,common/net,com.google.common.net,Class HttpHeaders,public static final String PROXY_AUTHENTICATE,The HTTP Proxy-Authenticate header field name.
3798,common/net,com.google.common.net,Class HttpHeaders,public static final String REFRESH,The HTTP Refresh header field name. Non-standard header supported by most browsers.
3799,common/net,com.google.common.net,Class HttpHeaders,public static final String REPORT_TO,The HTTP Report-To header field name.
3800,common/net,com.google.common.net,Class HttpHeaders,public static final String RETRY_AFTER,The HTTP Retry-After header field name.
3801,common/net,com.google.common.net,Class HttpHeaders,public static final String SERVER,The HTTP Server header field name.
3802,common/net,com.google.common.net,Class HttpHeaders,public static final String SERVER_TIMING,The HTTP Server-Timing header field name.
3803,common/net,com.google.common.net,Class HttpHeaders,public static final String SERVICE_WORKER_ALLOWED,The HTTP Service-Worker-Allowed header field name.
3804,common/net,com.google.common.net,Class HttpHeaders,public static final String SET_COOKIE,The HTTP Set-Cookie header field name.
3805,common/net,com.google.common.net,Class HttpHeaders,public static final String SET_COOKIE2,The HTTP Set-Cookie2 header field name.
3806,common/net,com.google.common.net,Class HttpHeaders,@Betapublic static final String SOURCE_MAP,The HTTP SourceMap header field name.
3807,common/net,com.google.common.net,Class HttpHeaders,public static final String STRICT_TRANSPORT_SECURITY,The HTTP Strict-Transport-Security header field name.
3808,common/net,com.google.common.net,Class HttpHeaders,public static final String TIMING_ALLOW_ORIGIN,The HTTP Timing-Allow-Origin header field name.
3809,common/net,com.google.common.net,Class HttpHeaders,public static final String TRAILER,The HTTP Trailer header field name.
3810,common/net,com.google.common.net,Class HttpHeaders,public static final String TRANSFER_ENCODING,The HTTP Transfer-Encoding header field name.
3811,common/net,com.google.common.net,Class HttpHeaders,public static final String VARY,The HTTP Vary header field name.
3812,common/net,com.google.common.net,Class HttpHeaders,public static final String WWW_AUTHENTICATE,The HTTP WWW-Authenticate header field name.
3813,common/net,com.google.common.net,Class HttpHeaders,public static final String DNT,The HTTP DNT header field name.
3814,common/net,com.google.common.net,Class HttpHeaders,public static final String X_CONTENT_TYPE_OPTIONS,The HTTP X-Content-Type-Options header field name.
3815,common/net,com.google.common.net,Class HttpHeaders,public static final String X_DO_NOT_TRACK,The HTTP X-Do-Not-Track header field name.
3816,common/net,com.google.common.net,Class HttpHeaders,public static final String X_FORWARDED_FOR,The HTTP X-Forwarded-For header field name (superseded by Forwarded).
3817,common/net,com.google.common.net,Class HttpHeaders,public static final String X_FORWARDED_PROTO,The HTTP X-Forwarded-Proto header field name.
3818,common/net,com.google.common.net,Class HttpHeaders,public static final String X_FORWARDED_HOST,The HTTP X-Forwarded-Host header field name.
3819,common/net,com.google.common.net,Class HttpHeaders,public static final String X_FORWARDED_PORT,The HTTP X-Forwarded-Port header field name.
3820,common/net,com.google.common.net,Class HttpHeaders,public static final String X_FRAME_OPTIONS,The HTTP X-Frame-Options header field name.
3821,common/net,com.google.common.net,Class HttpHeaders,public static final String X_POWERED_BY,The HTTP X-Powered-By header field name.
3822,common/net,com.google.common.net,Class HttpHeaders,@Betapublic static final String PUBLIC_KEY_PINS,The HTTP Public-Key-Pins header field name.
3823,common/net,com.google.common.net,Class HttpHeaders,@Betapublic static final String PUBLIC_KEY_PINS_REPORT_ONLY,The HTTP Public-Key-Pins-Report-Only header field name.
3824,common/net,com.google.common.net,Class HttpHeaders,public static final String X_REQUEST_ID,The HTTP X-Request-ID header field name.
3825,common/net,com.google.common.net,Class HttpHeaders,public static final String X_REQUESTED_WITH,The HTTP X-Requested-With header field name.
3826,common/net,com.google.common.net,Class HttpHeaders,public static final String X_USER_IP,The HTTP X-User-IP header field name.
3827,common/net,com.google.common.net,Class HttpHeaders,@Betapublic static final String X_DOWNLOAD_OPTIONS,"The HTTP X-Download-Options header field name. When the new X-Download-Options header is present with the value noopen, the user is prevented from opening a file download directly; instead, they must first save the file locally."
3828,common/net,com.google.common.net,Class HttpHeaders,public static final String X_XSS_PROTECTION,The HTTP X-XSS-Protection header field name.
3829,common/net,com.google.common.net,Class HttpHeaders,public static final String X_DNS_PREFETCH_CONTROL,"The HTTP X-DNS-Prefetch-Control header controls DNS prefetch behavior. Value can be on or off. By default, DNS prefetching is on for HTTP pages and off for HTTPS pages."
3830,common/net,com.google.common.net,Class HttpHeaders,public static final String PING_FROM,The HTTP Ping-From header field name.
3831,common/net,com.google.common.net,Class HttpHeaders,public static final String PING_TO,The HTTP Ping-To header field name.
3832,common/net,com.google.common.net,Class HttpHeaders,public static final String PURPOSE,The HTTP Purpose header field name.
3833,common/net,com.google.common.net,Class HttpHeaders,public static final String X_PURPOSE,The HTTP X-Purpose header field name.
3834,common/net,com.google.common.net,Class HttpHeaders,public static final String X_MOZ,The HTTP X-Moz header field name.
3835,common/net,com.google.common.net,Class HttpHeaders,public static final String SEC_CH_UA,The HTTP Sec-CH-UA header field name.
3836,common/net,com.google.common.net,Class HttpHeaders,public static final String SEC_CH_UA_ARCH,The HTTP Sec-CH-UA-Arch header field name.
3837,common/net,com.google.common.net,Class HttpHeaders,public static final String SEC_CH_UA_MODEL,The HTTP Sec-CH-UA-Model header field name.
3838,common/net,com.google.common.net,Class HttpHeaders,public static final String SEC_CH_UA_PLATFORM,The HTTP Sec-CH-UA-Platform header field name.
3839,common/net,com.google.common.net,Class HttpHeaders,public static final String SEC_CH_UA_PLATFORM_VERSION,The HTTP Sec-CH-UA-Platform-Version header field name.
3840,common/net,com.google.common.net,Class HttpHeaders,public static final String SEC_CH_UA_FULL_VERSION,The HTTP Sec-CH-UA-Full-Version header field name.
3841,common/net,com.google.common.net,Class HttpHeaders,public static final String SEC_CH_UA_MOBILE,The HTTP Sec-CH-UA-Mobile header field name.
3842,common/net,com.google.common.net,Class HttpHeaders,public static final String SEC_FETCH_DEST,The HTTP Sec-Fetch-Dest header field name.
3843,common/net,com.google.common.net,Class HttpHeaders,public static final String SEC_FETCH_MODE,The HTTP Sec-Fetch-Mode header field name.
3844,common/net,com.google.common.net,Class HttpHeaders,public static final String SEC_FETCH_SITE,The HTTP Sec-Fetch-Site header field name.
3845,common/net,com.google.common.net,Class HttpHeaders,public static final String SEC_FETCH_USER,The HTTP Sec-Fetch-User header field name.
3846,common/net,com.google.common.net,Class HttpHeaders,public static final String SEC_METADATA,The HTTP Sec-Metadata header field name.
3847,common/net,com.google.common.net,Class HttpHeaders,public static final String SEC_TOKEN_BINDING,The HTTP Sec-Token-Binding header field name.
3848,common/net,com.google.common.net,Class HttpHeaders,public static final String SEC_PROVIDED_TOKEN_BINDING_ID,The HTTP Sec-Provided-Token-Binding-ID header field name.
3849,common/net,com.google.common.net,Class HttpHeaders,public static final String SEC_REFERRED_TOKEN_BINDING_ID,The HTTP Sec-Referred-Token-Binding-ID header field name.
3850,common/net,com.google.common.net,Class HttpHeaders,public static final String SEC_WEBSOCKET_ACCEPT,The HTTP Sec-WebSocket-Accept header field name.
3851,common/net,com.google.common.net,Class HttpHeaders,public static final String SEC_WEBSOCKET_EXTENSIONS,The HTTP Sec-WebSocket-Extensions header field name.
3852,common/net,com.google.common.net,Class HttpHeaders,public static final String SEC_WEBSOCKET_KEY,The HTTP Sec-WebSocket-Key header field name.
3853,common/net,com.google.common.net,Class HttpHeaders,public static final String SEC_WEBSOCKET_PROTOCOL,The HTTP Sec-WebSocket-Protocol header field name.
3854,common/net,com.google.common.net,Class HttpHeaders,public static final String SEC_WEBSOCKET_VERSION,The HTTP Sec-WebSocket-Version header field name.
3855,common/net,com.google.common.net,Class HttpHeaders.ReferrerPolicyValues,public static final String NO_REFERRER,
3856,common/net,com.google.common.net,Class HttpHeaders.ReferrerPolicyValues,public static final String NO_REFFERER_WHEN_DOWNGRADE,
3857,common/net,com.google.common.net,Class HttpHeaders.ReferrerPolicyValues,public static final String SAME_ORIGIN,
3858,common/net,com.google.common.net,Class HttpHeaders.ReferrerPolicyValues,public static final String ORIGIN,
3859,common/net,com.google.common.net,Class HttpHeaders.ReferrerPolicyValues,public static final String STRICT_ORIGIN,
3860,common/net,com.google.common.net,Class HttpHeaders.ReferrerPolicyValues,public static final String ORIGIN_WHEN_CROSS_ORIGIN,
3861,common/net,com.google.common.net,Class HttpHeaders.ReferrerPolicyValues,public static final String STRICT_ORIGIN_WHEN_CROSS_ORIGIN,
3862,common/collect,com.google.common.collect,"Class ImmutableBiMap<K,V>","public static <T,K,V> Collector<T,?,ImmutableBiMap<K,V>> toImmutableBiMap(Function<? super T,? extends K> keyFunction, Function<? super T,? extends V> valueFunction)","Returns a Collector that accumulates elements into an ImmutableBiMap whose keys and values are the result of applying the provided mapping functions to the input elements. Entries appear in the result ImmutableBiMap in encounter order. If the mapped keys or values contain duplicates (according to Object.equals(Object), an IllegalArgumentException is thrown when the collection operation is performed. (This differs from the Collector returned by Collectors.toMap(Function, Function), which throws an IllegalStateException.)"
3863,common/collect,com.google.common.collect,"Class ImmutableBiMap<K,V>","public static <K,V> ImmutableBiMap<K,V> of()",Returns the empty bimap.
3864,common/collect,com.google.common.collect,"Class ImmutableBiMap<K,V>","public static <K,V> ImmutableBiMap<K,V> of(K k1, V v1)",Returns an immutable bimap containing a single entry.
3865,common/collect,com.google.common.collect,"Class ImmutableBiMap<K,V>","public static <K,V> ImmutableBiMap<K,V> of(K k1, V v1, K k2, V v2)","Returns an immutable map containing the given entries, in order."
3866,common/collect,com.google.common.collect,"Class ImmutableBiMap<K,V>","public static <K,V> ImmutableBiMap<K,V> of(K k1, V v1, K k2, V v2, K k3, V v3)","Returns an immutable map containing the given entries, in order."
3867,common/collect,com.google.common.collect,"Class ImmutableBiMap<K,V>","public static <K,V> ImmutableBiMap<K,V> of(K k1, V v1, K k2, V v2, K k3, V v3, K k4, V v4)","Returns an immutable map containing the given entries, in order."
3868,common/collect,com.google.common.collect,"Class ImmutableBiMap<K,V>","public static <K,V> ImmutableBiMap<K,V> of(K k1, V v1, K k2, V v2, K k3, V v3, K k4, V v4, K k5, V v5)","Returns an immutable map containing the given entries, in order."
3869,common/collect,com.google.common.collect,"Class ImmutableBiMap<K,V>","public static <K,V> ImmutableBiMap.Builder<K,V> builder()",Returns a new builder. The generated builder is equivalent to the builder created by the ImmutableBiMap.Builder constructor.
3870,common/collect,com.google.common.collect,"Class ImmutableBiMap<K,V>","@Betapublic static <K,V> ImmutableBiMap.Builder<K,V> builderWithExpectedSize(int expectedSize)","Returns a new builder, expecting the specified number of entries to be added. If expectedSize is exactly the number of entries added to the builder before ImmutableBiMap.Builder.build() is called, the builder is likely to perform better than an unsized builder() would have. It is not specified if any performance benefits apply if expectedSize is close to, but not exactly, the number of entries added to the builder."
3871,common/collect,com.google.common.collect,"Class ImmutableBiMap<K,V>","public static <K,V> ImmutableBiMap<K,V> copyOf(Map<? extends K,? extends V> map)","Returns an immutable bimap containing the same entries as map. If map somehow contains entries with duplicate keys (for example, if it is a SortedMap whose comparator is not consistent with equals), the results of this method are undefined. The returned BiMap iterates over entries in the same order as the entrySet of the original map. Despite the method name, this method attempts to avoid actually copying the data when it is safe to do so. The exact circumstances under which a copy will or will not be performed are undocumented and subject to change."
3872,common/collect,com.google.common.collect,"Class ImmutableBiMap<K,V>","@Betapublic static <K,V> ImmutableBiMap<K,V> copyOf(Iterable<? extends Map.Entry<? extends K,? extends V>> entries)",Returns an immutable bimap containing the given entries. The returned bimap iterates over entries in the same order as the original iterable.
3873,common/collect,com.google.common.collect,"Class ImmutableBiMap<K,V>","public abstract ImmutableBiMap<V,K> inverse()","Returns the inverse view of this bimap, which maps each of this bimap's values to its associated key. The two bimaps are backed by the same data; any changes to one will appear in the other. Note:There is no guaranteed correspondence between the iteration order of a bimap and that of its inverse. The inverse of an ImmutableBiMap is another ImmutableBiMap."
3874,common/collect,com.google.common.collect,"Class ImmutableBiMap<K,V>",public ImmutableSet<V> values(),"Returns an immutable set of the values in this map, in the same order they appear in ImmutableMap.entrySet."
3875,common/collect,com.google.common.collect,"Class ImmutableBiMap<K,V>","@CanIgnoreReturnValue @Deprecatedpublic V forcePut(K key, V value)",Deprecated. Unsupported operation.
3876,common/collect,com.google.common.collect,"Class ImmutableBiMap<K,V>","@Deprecatedpublic static <T,K,V> Collector<T,?,ImmutableMap<K,V>> toImmutableMap(Function<? super T,? extends K> keyFunction, Function<? super T,? extends V> valueFunction)","Deprecated. Use toImmutableBiMap(java.util.function.Function<? super T, ? extends K>, java.util.function.Function<? super T, ? extends V>)."
3877,common/collect,com.google.common.collect,"Class ImmutableBiMap.Builder<K,V>","@CanIgnoreReturnValuepublic ImmutableBiMap.Builder<K,V> put(K key, V value)","Associates key with value in the built bimap. Duplicate keys or values are not allowed, and will cause build() to fail."
3878,common/collect,com.google.common.collect,"Class ImmutableBiMap.Builder<K,V>","@CanIgnoreReturnValuepublic ImmutableBiMap.Builder<K,V> put(Map.Entry<? extends K,? extends V> entry)","Adds the given entry to the bimap. Duplicate keys or values are not allowed, and will cause build() to fail."
3879,common/collect,com.google.common.collect,"Class ImmutableBiMap.Builder<K,V>","@CanIgnoreReturnValuepublic ImmutableBiMap.Builder<K,V> putAll(Map<? extends K,? extends V> map)","Associates all of the given map's keys and values in the built bimap. Duplicate keys or values are not allowed, and will cause build() to fail."
3880,common/collect,com.google.common.collect,"Class ImmutableBiMap.Builder<K,V>","@CanIgnoreReturnValue @Betapublic ImmutableBiMap.Builder<K,V> putAll(Iterable<? extends Map.Entry<? extends K,? extends V>> entries)","Adds all of the given entries to the built bimap. Duplicate keys or values are not allowed, and will cause build() to fail."
3881,common/collect,com.google.common.collect,"Class ImmutableBiMap.Builder<K,V>","@CanIgnoreReturnValue @Betapublic ImmutableBiMap.Builder<K,V> orderEntriesByValue(Comparator<? super V> valueComparator)","Configures this Builder to order entries by value according to the specified comparator. The sort order is stable, that is, if two entries have values that compare as equivalent, the entry that was inserted first will be first in the built map's iteration order."
3882,common/collect,com.google.common.collect,Class ImmutableClassToInstanceMap<B>,public static <B> ImmutableClassToInstanceMap<B> of(),Returns an empty ImmutableClassToInstanceMap.
3883,common/collect,com.google.common.collect,Class ImmutableClassToInstanceMap<B>,"public static <B,T extends B> ImmutableClassToInstanceMap<B> of(Class<T> type, T value)",Returns an ImmutableClassToInstanceMap containing a single entry.
3884,common/collect,com.google.common.collect,Class ImmutableClassToInstanceMap<B>,public static <B> ImmutableClassToInstanceMap.Builder<B> builder(),Returns a new builder. The generated builder is equivalent to the builder created by the ImmutableClassToInstanceMap.Builder constructor.
3885,common/collect,com.google.common.collect,Class ImmutableClassToInstanceMap<B>,"public static <B,S extends B> ImmutableClassToInstanceMap<B> copyOf(Map<? extends Class<? extends S>,? extends S> map)","Returns an immutable map containing the same entries as map. If map somehow contains entries with duplicate keys (for example, if it is a SortedMap whose comparator is not consistent with equals), the results of this method are undefined. Note: Despite what the method name suggests, if map is an ImmutableClassToInstanceMap, no copy will actually be performed."
3886,common/collect,com.google.common.collect,Class ImmutableClassToInstanceMap<B>,"protected Map<Class<? extends B>,B> delegate()",Description copied from class: ForwardingObject
3887,common/collect,com.google.common.collect,Class ImmutableClassToInstanceMap<B>,public <T extends B> T getInstance(Class<T> type),Description copied from interface: ClassToInstanceMap
3888,common/collect,com.google.common.collect,Class ImmutableClassToInstanceMap.Builder<B>,"@CanIgnoreReturnValuepublic <T extends B> ImmutableClassToInstanceMap.Builder<B> put(Class<T> key, T value)","Associates key with value in the built map. Duplicate keys are not allowed, and will cause build() to fail."
3889,common/collect,com.google.common.collect,Class ImmutableClassToInstanceMap.Builder<B>,"@CanIgnoreReturnValuepublic <T extends B> ImmutableClassToInstanceMap.Builder<B> putAll(Map<? extends Class<? extends T>,? extends T> map)","Associates all of map's keys and values in the built map. Duplicate keys are not allowed, and will cause build() to fail."
